day_of_week,shift,peak_period,staff_count,order_volume,avg_items_per_order,avg_pick_distance_m,automation_utilization_pct,absenteeism_pct,equipment_downtime_min,new_hire_share_pct,throughput_units_per_hour
Saturday,Day,0,51,462,2.97,23.2,70.2,3.1,15.4,16.0,114.2
Saturday,Day,0,46,517,2.22,24.6,75.6,2.0,20.3,3.6,104.0
Monday,Day,1,49,740,2.24,32.7,71.0,3.3,12.1,8.0,128.1
Thursday,Evening,0,53,379,2.81,24.6,83.9,0.5,8.8,0.0,115.2
Tuesday,Day,0,52,569,3.31,18.3,80.4,6.7,1.1,16.6,138.2
Tuesday,Day,0,44,475,2.17,26.1,73.7,2.8,6.5,0.2,125.9
Thursday,Night,0,38,651,3.41,17.0,78.4,6.4,3.9,3.6,92.4
Wednesday,Night,0,44,455,2.75,27.5,75.8,6.8,3.9,4.1,108.5
Saturday,Day,0,35,501,2.29,22.4,89.4,8.1,7.9,11.1,114.0
Sunday,Day,0,24,530,2.54,24.4,73.6,6.0,12.0,10.9,80.4
Saturday,Evening,0,32,458,3.76,11.3,84.4,8.6,7.3,17.7,101.7
Tuesday,Night,0,35,249,2.04,8.5,70.9,9.4,31.3,11.3,58.8
Tuesday,Night,0,19,397,2.4,13.0,86.1,6.0,8.6,18.8,83.9
Tuesday,Day,0,50,441,3.32,32.5,88.4,6.2,0.9,14.7,113.4
Monday,Day,0,52,304,2.92,15.1,88.8,3.5,24.3,5.4,101.2
Sunday,Day,0,33,468,2.36,26.4,92.7,2.2,7.0,7.3,128.9
Wednesday,Night,0,36,229,3.33,18.1,80.9,9.0,20.3,22.6,55.2
Tuesday,Night,0,49,387,3.36,20.6,90.4,7.0,1.8,20.6,100.6
Saturday,Day,0,35,533,2.98,21.7,94.2,7.3,3.3,17.8,109.2
Wednesday,Evening,0,44,459,2.46,31.9,66.8,3.4,2.6,18.7,99.4
Monday,Day,0,37,416,2.55,25.5,72.0,10.1,15.1,15.3,94.6
Tuesday,Evening,0,28,437,2.96,24.3,63.0,4.5,17.9,14.3,74.3
Friday,Night,1,48,561,2.08,29.8,90.6,2.8,10.9,12.3,128.9
Saturday,Evening,0,25,491,3.53,18.2,62.9,3.5,9.1,23.9,82.9
Tuesday,Day,1,26,651,3.74,28.4,62.2,9.9,1.0,8.7,82.7
Sunday,Evening,0,44,369,2.67,27.4,67.0,1.9,3.7,13.7,108.3
Saturday,Day,0,44,535,3.0,27.3,60.6,2.9,4.2,0.0,119.2
Saturday,Night,0,54,490,3.45,21.1,80.7,13.9,1.4,2.0,112.1
Tuesday,Day,0,45,449,3.88,19.4,67.2,8.0,6.7,24.7,115.5
Monday,Night,0,18,640,3.66,16.8,61.1,3.0,11.1,16.3,77.7
Sunday,Day,0,50,462,1.85,17.2,77.6,2.0,13.9,10.5,134.4
Wednesday,Day,1,33,623,2.63,16.5,80.2,0.2,11.7,12.5,125.9
Friday,Day,0,18,460,3.08,24.2,59.3,5.5,5.6,2.5,74.0
Saturday,Day,1,40,598,2.53,20.6,72.9,7.4,4.5,9.0,128.3
Monday,Day,0,24,520,3.78,24.6,77.3,9.8,5.9,1.8,90.0
Saturday,Evening,0,33,425,3.7,24.9,74.4,0.0,6.5,9.9,91.2
Sunday,Day,0,35,421,2.35,15.6,74.7,1.2,2.5,16.8,102.0
Saturday,Day,0,20,459,2.71,15.5,89.8,4.8,4.7,15.2,96.6
Thursday,Day,1,50,561,2.39,20.6,99.0,13.6,4.0,23.1,135.7
Sunday,Day,1,37,489,2.69,17.3,76.9,7.9,22.2,14.1,103.5
Thursday,Night,1,54,566,2.68,16.7,66.8,6.3,14.8,0.0,119.5
Saturday,Night,1,35,728,3.32,32.2,77.7,1.5,11.0,25.7,100.6
Saturday,Day,0,40,529,2.31,12.8,79.9,0.0,3.0,6.1,128.0
Saturday,Evening,0,48,638,1.36,34.1,77.5,5.3,12.7,13.1,133.2
Wednesday,Evening,1,26,701,1.92,23.7,86.1,4.9,3.6,12.7,112.1
Monday,Night,0,52,460,2.23,27.9,99.0,4.4,12.9,13.7,112.6
Tuesday,Day,1,25,824,2.44,27.2,62.9,4.1,5.7,12.3,87.4
Thursday,Day,0,55,466,2.9,25.7,72.9,3.0,16.7,12.5,116.1
Thursday,Evening,0,42,461,2.21,32.0,93.4,2.3,1.7,2.7,113.8
Friday,Night,0,37,454,2.13,15.5,72.8,9.4,12.4,30.1,80.8
Wednesday,Evening,0,25,597,2.29,21.1,85.9,2.5,17.8,16.6,100.1
Saturday,Evening,0,39,490,2.19,16.9,84.3,4.4,6.0,12.4,115.4
Sunday,Day,0,39,413,2.5,11.8,90.4,5.1,5.7,24.9,102.0
Tuesday,Evening,0,55,501,2.47,18.0,97.1,7.3,7.2,4.5,137.9
Saturday,Night,0,49,387,3.18,33.2,81.3,2.6,10.9,18.1,88.6
Friday,Day,0,36,551,2.26,21.0,60.5,8.1,4.3,8.1,110.1
Thursday,Evening,0,32,494,2.6,33.9,71.0,3.5,3.7,14.8,88.0
Tuesday,Day,0,32,447,2.5,34.5,99.0,4.7,24.6,15.0,91.4
Saturday,Evening,1,32,724,3.24,40.0,65.9,10.1,5.4,0.0,98.2
Sunday,Evening,0,18,314,2.72,33.4,83.0,2.3,6.9,2.0,74.7
Saturday,Evening,0,19,505,3.38,36.1,52.9,7.4,4.9,23.1,64.4
Sunday,Night,0,46,386,2.17,24.0,64.5,8.2,11.6,10.2,96.3
Sunday,Day,0,27,747,2.77,23.4,86.9,6.1,4.0,26.0,120.4
Wednesday,Day,0,33,485,2.48,23.8,78.4,4.8,6.4,21.2,101.7
Friday,Day,0,44,443,2.13,22.0,74.2,11.6,15.4,10.5,104.7
Thursday,Day,0,41,344,2.76,22.9,69.9,5.2,13.9,9.8,90.6
Sunday,Day,0,31,599,3.75,26.5,58.0,5.8,5.3,23.5,95.1
Monday,Day,0,46,422,2.33,19.2,84.9,4.2,7.4,26.7,107.2
Wednesday,Day,0,24,395,2.73,13.7,75.2,5.7,3.1,10.0,100.1
Sunday,Day,0,35,507,2.08,24.2,62.8,8.1,7.4,22.8,87.1
Wednesday,Day,0,22,532,2.0,17.8,78.3,4.4,27.9,19.2,75.7
Saturday,Evening,0,38,550,2.37,18.5,83.8,0.0,13.3,20.4,100.0
Wednesday,Day,0,21,472,2.55,21.1,76.0,6.7,3.1,12.7,91.6
Sunday,Evening,0,53,470,2.58,19.8,79.2,2.0,1.4,7.3,128.4
Sunday,Night,0,43,452,2.68,28.7,78.4,7.4,3.2,4.6,109.8
Wednesday,Evening,0,27,482,1.89,21.0,70.9,5.2,2.1,2.9,89.2
Saturday,Day,0,41,550,2.46,29.0,78.5,8.0,6.4,25.4,113.8
Wednesday,Day,0,31,574,3.08,23.2,85.4,2.4,16.4,12.1,106.2
Friday,Evening,1,37,665,2.05,21.5,90.3,3.6,6.5,4.0,128.2
Friday,Evening,0,24,402,2.6,22.9,85.9,4.2,4.0,19.0,85.8
Saturday,Day,0,37,496,2.96,14.3,71.2,0.8,5.4,8.6,116.5
Monday,Day,0,22,527,2.37,24.0,84.4,8.5,10.7,7.4,83.8
Tuesday,Evening,1,23,455,2.99,27.1,84.7,0.3,8.3,26.5,78.4
Saturday,Day,0,40,341,1.96,27.9,70.9,8.5,3.2,2.7,109.2
Friday,Evening,0,37,567,3.29,13.9,73.4,6.5,13.3,13.6,97.0
Thursday,Day,1,29,799,3.0,12.9,86.8,4.6,2.6,7.9,124.7
Monday,Day,0,20,335,2.83,18.8,91.8,6.2,7.8,6.7,96.5
Wednesday,Night,0,34,435,3.42,30.3,59.9,6.2,4.8,1.8,77.2
Sunday,Day,0,53,437,2.62,23.3,94.4,4.0,6.0,12.4,128.2
Monday,Evening,0,44,410,2.46,17.4,89.6,6.1,2.8,5.9,114.0
Wednesday,Day,0,20,499,3.55,13.3,80.0,7.4,7.4,16.1,85.6
Sunday,Day,0,53,352,3.81,17.9,75.6,2.4,2.5,11.7,126.8
Monday,Night,0,34,305,2.42,17.5,81.9,6.2,4.5,9.8,88.7
Saturday,Day,0,39,481,2.74,27.6,71.6,0.0,5.7,5.9,129.2
Tuesday,Day,0,18,451,3.37,28.1,76.2,0.0,3.3,22.0,83.7
Sunday,Night,1,29,503,2.76,15.7,65.2,6.9,18.5,17.1,89.0
Saturday,Evening,0,47,565,3.13,26.5,60.6,3.9,4.5,7.2,113.9
Sunday,Evening,0,30,415,3.23,25.9,99.0,2.6,5.4,2.5,110.4
Tuesday,Day,0,24,425,2.49,14.9,78.6,5.0,7.2,0.0,94.3
Thursday,Day,0,21,502,3.03,21.5,80.0,4.0,1.8,20.0,85.7
Saturday,Evening,0,53,478,2.8,24.0,77.7,2.2,1.1,18.4,132.2
Tuesday,Day,0,48,545,2.13,23.0,69.7,0.3,5.7,19.3,123.5
Tuesday,Day,0,19,376,2.26,11.7,74.9,0.0,1.3,11.2,94.7
Monday,Evening,0,53,302,2.44,22.8,78.9,7.4,9.2,17.6,113.3
Sunday,Day,1,49,626,3.31,25.8,78.0,3.9,9.6,19.2,129.8
Saturday,Day,0,31,516,3.33,31.5,70.5,8.1,9.2,11.5,90.1
Friday,Day,0,42,382,3.21,18.0,82.8,3.9,12.6,9.5,102.4
Saturday,Day,0,27,378,3.04,18.7,79.9,6.3,5.7,5.2,102.7
Thursday,Evening,0,27,472,3.03,20.7,81.9,4.8,18.9,15.0,79.4
Thursday,Night,0,45,358,2.95,23.7,85.1,5.3,8.5,15.9,97.0
Thursday,Day,0,25,337,3.02,22.6,76.3,5.5,17.8,9.2,78.4
Friday,Day,1,31,772,3.06,25.6,78.3,3.9,12.1,10.0,111.0
Tuesday,Evening,0,31,385,2.03,15.2,92.8,1.5,5.9,10.5,112.1
Sunday,Day,1,23,764,2.37,24.4,70.6,7.5,8.5,17.5,99.4
Saturday,Evening,1,49,673,2.23,17.5,61.3,10.0,10.6,2.4,136.1
Wednesday,Night,0,43,453,3.41,21.1,83.6,10.2,1.0,4.3,101.2
Friday,Evening,1,50,640,3.71,32.2,73.7,3.5,1.8,4.4,129.2
Tuesday,Day,0,37,213,1.61,13.6,67.2,3.0,21.5,11.0,87.1
Sunday,Night,0,24,322,3.66,20.3,86.9,3.5,10.6,14.2,90.0
Sunday,Day,0,28,463,2.85,14.4,76.6,4.7,15.1,4.5,95.0
Sunday,Night,0,31,465,3.36,22.9,65.4,5.0,5.7,18.4,80.8
Wednesday,Evening,0,53,280,3.08,28.3,97.3,2.2,18.1,22.2,105.2
Tuesday,Evening,1,27,620,3.59,23.0,63.9,0.8,5.9,14.9,94.1
Tuesday,Night,0,44,313,2.92,21.3,77.1,5.3,10.5,19.9,91.9
Monday,Evening,0,22,457,2.05,30.0,59.1,0.0,19.9,5.6,82.3
Monday,Day,0,54,453,2.74,24.0,80.7,4.9,11.5,5.8,124.7
Monday,Day,0,42,526,3.08,26.9,71.6,2.4,2.7,15.6,113.8
Sunday,Evening,0,34,556,2.68,26.3,86.2,7.5,6.3,11.7,103.1
Monday,Evening,0,31,479,3.16,8.0,77.8,8.3,8.8,5.7,92.5
Monday,Day,1,31,717,2.76,21.5,93.5,8.4,11.0,22.0,111.5
Saturday,Evening,0,26,457,2.47,15.5,73.7,4.2,16.6,14.1,86.6
Friday,Evening,0,40,748,2.2,17.0,62.0,1.8,11.1,16.9,119.6
Saturday,Day,0,50,394,2.58,30.8,80.4,2.8,6.6,7.3,113.6
Friday,Day,0,27,450,2.91,19.8,75.5,6.1,5.4,23.8,99.8
Sunday,Day,1,46,741,1.72,33.4,61.8,0.3,5.7,10.9,130.6
Friday,Day,0,39,572,2.37,13.6,67.4,9.4,4.5,19.1,111.3
Thursday,Day,0,47,521,1.7,15.5,70.6,4.2,4.3,7.9,119.6
Saturday,Day,0,47,574,2.46,26.6,93.6,6.7,14.8,13.2,128.5
Thursday,Day,1,19,457,3.46,20.0,87.1,0.0,7.8,15.9,85.5
Wednesday,Day,0,18,621,2.15,23.8,74.5,2.4,4.6,26.0,94.7
Thursday,Evening,0,52,436,3.19,21.3,82.7,0.0,7.1,8.9,123.5
Tuesday,Day,0,23,583,4.37,21.1,57.6,8.3,4.9,13.4,77.5
Saturday,Night,0,39,272,3.6,20.2,72.4,4.7,1.2,16.1,72.4
Tuesday,Night,0,46,444,2.87,23.1,82.0,6.9,11.2,2.1,120.0
Tuesday,Evening,0,37,391,3.27,25.8,79.7,5.4,15.5,0.0,83.3
Tuesday,Night,0,18,474,2.05,31.7,72.6,6.6,13.6,5.0,69.4
Saturday,Night,1,18,675,1.93,20.8,79.6,4.2,13.0,18.8,85.0
Wednesday,Day,0,43,505,2.82,19.6,81.4,4.6,2.5,24.0,123.9
Friday,Evening,1,52,559,3.02,18.9,79.9,4.9,18.0,5.5,120.5
Saturday,Day,0,31,505,3.4,30.8,86.6,6.4,4.2,3.5,98.1
Monday,Evening,0,38,418,2.49,26.1,81.2,6.5,2.1,22.7,102.4
Saturday,Evening,0,53,537,2.91,10.6,83.1,13.6,0.5,8.0,120.1
Wednesday,Day,0,49,564,2.89,10.3,95.1,10.2,8.6,9.4,127.7
Tuesday,Day,0,38,479,2.73,17.0,86.3,0.0,18.3,22.2,111.9
Friday,Night,0,42,334,2.76,23.4,95.4,4.8,16.5,21.1,102.7
Sunday,Day,0,54,485,2.33,21.8,71.3,4.0,7.3,18.5,119.7
Wednesday,Day,0,48,718,2.95,25.1,62.1,9.0,14.5,0.0,110.9
Friday,Day,0,33,656,2.91,20.9,76.6,4.3,28.6,3.2,102.7
Wednesday,Evening,1,44,347,2.56,30.4,77.7,6.6,5.2,19.8,86.0
Thursday,Night,0,30,436,3.17,26.6,92.6,0.0,10.2,14.2,99.4
Friday,Evening,0,52,569,3.37,22.5,66.7,0.7,18.6,6.6,107.0
Friday,Day,0,21,483,3.17,28.9,77.2,11.5,2.2,9.6,78.0
Friday,Day,0,26,456,2.23,12.1,82.1,5.4,2.4,19.8,102.2
Monday,Day,0,31,430,2.85,21.5,79.0,2.2,20.7,22.7,87.7
Friday,Evening,0,25,532,2.3,22.8,76.3,5.9,14.8,12.0,78.2
Friday,Night,0,40,346,2.85,25.6,81.6,2.0,3.8,7.2,110.5
Friday,Evening,0,45,593,2.3,11.7,88.8,4.3,2.8,10.1,111.2
Monday,Day,0,51,450,3.5,20.4,93.4,0.8,2.4,21.4,119.2
Thursday,Evening,0,37,366,3.23,24.4,78.3,2.8,8.4,21.3,85.5
Wednesday,Day,1,41,757,3.43,24.9,71.8,4.0,3.9,13.4,113.6
Monday,Evening,0,40,288,3.38,29.1,93.3,8.6,4.0,8.3,103.5
Tuesday,Evening,0,18,392,2.65,26.6,67.2,6.6,2.5,19.6,55.6
Thursday,Evening,0,44,401,2.57,21.6,95.9,7.1,7.5,23.4,118.7
Saturday,Evening,0,18,694,3.76,26.0,91.4,5.1,2.2,1.8,94.9
Tuesday,Night,0,38,355,2.71,20.8,92.9,7.7,11.4,10.4,82.1
Saturday,Day,0,55,305,2.05,22.9,84.9,2.6,16.9,20.1,103.0
Thursday,Day,0,47,420,3.35,26.8,56.9,3.0,8.7,12.5,100.8
Saturday,Day,0,37,553,2.88,21.7,67.6,6.4,14.8,8.6,98.6
Thursday,Evening,0,30,529,3.63,24.2,81.1,4.4,6.3,13.3,94.9
Thursday,Evening,1,49,851,2.93,27.8,73.2,5.2,3.4,14.6,121.8
Friday,Evening,0,50,614,2.79,26.3,74.8,4.7,5.2,4.1,131.2
Sunday,Evening,0,31,473,3.64,29.4,84.1,9.0,1.4,12.6,91.4
Thursday,Day,0,22,390,1.95,36.0,76.3,9.1,4.2,14.6,74.9
Thursday,Evening,0,40,609,2.48,26.2,65.8,3.3,6.1,8.6,116.7
Friday,Evening,0,42,445,2.31,19.2,86.9,0.0,7.2,6.5,118.7
Saturday,Day,1,53,627,1.59,25.1,85.1,3.1,15.1,8.2,149.8
Monday,Day,0,51,415,3.28,24.8,75.5,2.5,19.1,5.2,119.7
Thursday,Day,0,26,356,2.49,25.7,85.1,7.7,8.4,18.0,81.7
Thursday,Day,0,27,431,3.3,31.0,79.0,8.0,2.7,5.1,88.9
Sunday,Evening,0,55,433,3.01,11.9,91.3,2.1,2.6,13.3,141.6
Thursday,Night,0,30,499,3.13,31.1,79.5,2.9,4.2,9.4,70.2
Thursday,Evening,1,35,598,2.55,33.1,93.2,0.8,3.6,7.1,118.2
Sunday,Day,0,29,355,2.38,25.4,59.3,5.6,8.6,21.6,80.0
Thursday,Evening,0,32,303,2.85,25.6,82.6,5.1,2.8,11.1,91.2
Tuesday,Evening,0,39,465,3.31,20.6,74.0,7.6,19.4,7.3,85.0
Tuesday,Day,0,29,472,2.77,22.0,69.4,6.7,13.4,6.6,97.6
Monday,Night,0,33,357,2.41,26.2,89.6,7.0,15.5,14.4,75.5
Monday,Day,0,31,411,2.14,25.8,86.9,0.6,4.1,17.8,100.1
Thursday,Day,0,22,512,2.91,26.3,57.9,3.3,2.8,20.9,77.0
Saturday,Day,0,47,642,2.5,25.8,85.2,8.0,3.9,10.8,140.7
Saturday,Day,0,51,436,2.76,27.4,83.9,3.6,7.6,10.4,108.4
Monday,Night,1,36,598,2.67,26.7,72.8,0.3,7.0,12.9,119.5
Friday,Day,0,25,591,2.56,15.9,69.6,7.6,18.1,13.2,100.3
Tuesday,Day,0,42,391,2.96,27.0,62.1,3.5,20.4,6.6,88.4
Sunday,Day,0,38,474,3.1,33.2,74.6,8.4,8.0,22.2,103.7
Tuesday,Day,0,38,461,3.88,21.8,76.2,5.1,1.8,12.2,105.2
Friday,Day,0,40,375,3.22,31.0,86.0,4.4,5.5,15.7,113.9
Wednesday,Day,0,45,486,3.68,16.5,80.7,9.3,37.8,15.0,98.8
Friday,Evening,0,19,483,2.35,21.8,67.4,1.3,1.9,14.8,100.2
Wednesday,Day,0,21,523,1.92,18.2,80.4,9.5,8.8,5.0,81.4
Saturday,Evening,0,21,377,2.79,30.3,75.5,3.3,3.8,12.0,80.4
Tuesday,Day,0,23,466,3.27,31.8,68.7,5.7,26.5,28.0,55.0
Sunday,Evening,1,54,766,3.19,21.4,64.1,5.7,9.5,23.1,121.4
Thursday,Night,0,45,627,3.47,29.0,84.2,3.9,3.9,13.1,129.4
Saturday,Day,0,43,632,1.4,31.9,82.5,2.9,4.8,9.4,134.7
Saturday,Day,0,44,398,3.49,21.8,83.6,4.1,0.9,0.0,127.5
Sunday,Night,0,19,473,2.98,22.8,70.7,2.2,8.7,8.5,80.3
Tuesday,Evening,0,26,399,1.95,26.4,79.7,11.1,8.9,11.5,83.2
Wednesday,Evening,0,48,477,3.2,16.9,64.2,3.8,1.9,9.8,109.7
Tuesday,Day,1,35,572,2.89,22.7,70.1,8.7,11.3,10.3,99.0
Tuesday,Day,0,37,302,3.01,34.9,78.3,8.3,20.2,16.4,73.6
Friday,Evening,0,46,447,3.35,19.0,80.6,6.3,2.4,5.0,92.9
Sunday,Night,0,20,499,3.04,27.1,61.7,4.8,11.1,13.9,67.6
Sunday,Day,0,48,502,1.99,25.1,67.4,5.8,11.3,11.2,119.4
Thursday,Evening,0,43,493,2.72,21.0,74.3,6.9,8.0,5.8,102.9
Friday,Evening,0,33,501,1.91,23.3,87.6,5.5,8.4,23.7,98.3
Saturday,Day,0,36,548,3.16,32.5,69.9,0.5,4.7,17.2,110.2
Sunday,Day,0,20,525,3.57,25.3,79.4,0.0,0.9,6.5,104.3
Tuesday,Day,0,25,439,2.12,26.3,80.5,9.7,9.3,15.6,76.3
Thursday,Day,0,27,483,2.43,31.6,75.5,0.0,13.3,2.3,88.4
Saturday,Evening,0,51,656,2.31,20.3,80.7,5.8,3.0,7.4,142.0
Wednesday,Day,0,22,483,2.55,15.7,64.6,4.5,3.9,21.3,91.4
Thursday,Day,0,29,479,3.03,32.6,71.4,5.7,3.5,14.5,99.8
Sunday,Evening,0,23,465,2.56,22.8,92.3,1.8,9.8,13.9,103.3
Sunday,Evening,0,28,434,3.16,27.4,93.0,6.3,8.8,18.9,107.0
Sunday,Evening,0,18,414,3.39,17.4,86.4,5.8,3.2,16.3,79.4
Saturday,Evening,0,28,510,3.41,24.3,89.0,13.5,6.8,10.1,101.3
Tuesday,Day,0,45,417,2.19,15.4,59.7,5.6,7.0,18.6,100.6
Wednesday,Evening,0,47,436,3.56,22.4,68.5,9.2,9.4,0.2,119.6
Thursday,Day,1,32,580,3.61,18.1,76.9,0.7,5.1,7.3,117.8
Friday,Day,1,44,690,3.65,16.7,99.0,8.3,16.0,11.3,130.5
Thursday,Day,0,41,530,2.71,20.2,74.9,5.9,9.5,15.8,117.2
Friday,Evening,0,52,460,2.39,8.2,85.4,6.0,15.8,9.7,111.6
Wednesday,Evening,0,48,259,2.26,15.0,81.8,6.1,9.3,0.0,101.2
Saturday,Day,0,26,566,2.19,26.7,81.6,10.3,10.0,0.0,101.0
Wednesday,Night,0,40,436,2.81,24.1,77.8,6.0,1.5,11.5,101.3
Wednesday,Night,0,47,331,3.27,15.6,66.0,2.8,8.8,8.7,112.9
Monday,Day,0,29,528,3.52,25.3,51.0,3.4,6.7,5.6,81.2
Tuesday,Evening,0,39,312,2.53,16.7,90.8,7.7,17.0,4.5,107.5
Saturday,Day,0,33,609,2.78,26.3,71.8,6.5,15.3,12.9,98.6
Thursday,Night,0,29,425,2.74,21.3,59.3,0.6,18.3,21.1,69.0
Tuesday,Day,0,25,249,2.45,20.0,82.4,6.7,4.0,12.9,82.2
Saturday,Day,1,19,707,3.2,21.5,84.2,2.0,7.1,21.2,100.5
Thursday,Day,0,46,436,3.0,37.4,85.7,6.5,19.5,9.4,104.9
Monday,Day,0,49,402,2.88,17.4,89.2,2.8,3.9,15.1,121.2
Wednesday,Evening,0,42,380,3.0,23.4,68.8,4.4,17.1,21.5,77.2
Tuesday,Evening,0,27,433,3.14,26.7,69.3,3.6,15.8,10.9,74.3
Friday,Day,0,18,454,3.13,16.2,74.8,9.8,6.9,12.2,81.9
Tuesday,Evening,0,42,269,2.34,12.4,86.2,6.4,23.1,9.4,83.2
Monday,Night,1,25,711,3.29,18.4,59.0,9.0,16.3,16.1,82.3
Monday,Evening,0,38,412,2.94,26.6,79.3,13.9,2.2,18.3,98.8
Friday,Evening,0,54,410,2.56,19.9,87.3,5.3,20.6,14.5,123.6
Monday,Day,0,18,348,2.93,20.6,86.9,9.7,7.0,10.4,79.3
Saturday,Day,1,39,763,2.99,27.5,87.1,3.1,9.8,1.5,115.0
Tuesday,Night,0,55,297,3.39,17.2,88.6,9.0,9.8,11.7,110.1
Friday,Evening,1,30,673,2.22,21.5,52.5,2.8,11.7,10.7,106.2
Thursday,Evening,0,48,400,3.53,12.9,94.1,5.1,19.8,13.7,102.4
Thursday,Night,0,49,380,2.81,23.9,81.3,6.8,9.7,12.8,100.7
Monday,Day,1,36,530,2.52,23.4,93.3,7.3,6.6,23.0,117.1
Saturday,Evening,0,29,431,2.5,26.8,66.3,1.4,3.1,7.1,107.1
Sunday,Day,0,43,476,2.25,15.1,60.5,2.6,4.9,1.0,118.8
Monday,Day,1,41,657,1.84,20.8,97.9,7.0,15.5,4.0,138.4
Tuesday,Evening,0,36,370,3.17,14.3,68.7,4.1,17.9,7.6,89.7
Sunday,Day,0,25,466,3.89,20.5,74.9,1.0,5.4,19.6,93.1
Thursday,Night,1,46,694,1.91,30.9,85.3,5.0,13.4,2.9,131.5
Tuesday,Day,1,26,487,2.28,20.1,87.7,4.8,4.5,3.9,102.7
Tuesday,Night,1,23,599,3.21,13.8,90.8,5.7,1.1,14.9,101.4
Friday,Evening,1,20,570,2.77,17.9,82.2,6.8,1.8,17.9,94.4
Saturday,Evening,0,34,390,3.26,12.3,67.5,6.6,16.5,1.2,78.5
Friday,Night,1,22,660,2.74,14.2,87.1,2.9,1.2,0.0,117.7
Sunday,Day,0,30,423,2.48,26.0,85.2,4.0,12.6,6.5,105.4
Thursday,Day,0,27,359,2.68,13.3,59.8,8.0,9.1,16.6,80.1
Wednesday,Day,0,35,596,1.49,23.9,92.2,3.6,17.2,13.0,112.5
Thursday,Day,0,47,562,2.17,22.2,53.1,4.0,8.4,6.8,116.5
Wednesday,Night,0,35,241,3.32,18.8,88.3,0.7,10.8,17.2,88.7
Tuesday,Evening,1,39,485,3.46,23.4,73.7,5.1,9.0,12.9,102.0
Monday,Day,0,23,511,3.57,16.4,85.1,6.2,9.9,11.2,85.9
Wednesday,Day,0,22,443,3.04,27.0,83.1,0.0,7.3,0.7,89.1
Saturday,Evening,0,55,633,1.56,17.8,77.6,2.0,11.0,6.6,141.3
Monday,Evening,0,41,494,2.45,19.7,82.5,0.9,5.9,25.7,103.4
Thursday,Day,0,18,503,3.53,19.0,77.1,7.6,14.7,9.6,79.6
Friday,Evening,0,39,383,3.69,26.1,85.1,0.0,8.3,5.3,94.9
Friday,Evening,0,18,527,3.55,25.3,99.0,5.0,13.9,9.3,74.7
Saturday,Evening,0,20,369,2.67,8.0,64.6,7.4,4.0,12.8,103.2
Saturday,Day,0,32,634,2.08,23.5,46.1,5.8,5.5,18.2,114.8
Saturday,Evening,0,42,530,2.78,11.5,73.8,3.9,1.9,16.3,119.3
Monday,Day,0,41,377,2.81,20.0,73.2,6.2,10.0,7.3,108.8
Thursday,Day,0,48,551,3.66,21.4,74.2,8.3,9.7,20.9,118.4
Friday,Evening,0,24,693,2.93,19.9,68.7,4.9,4.8,17.7,91.4
Tuesday,Evening,0,25,424,2.81,25.0,86.7,0.0,7.6,8.9,93.0
Monday,Day,0,38,507,2.84,26.3,64.2,8.6,3.0,11.1,99.0
Tuesday,Night,0,51,379,3.02,17.4,82.5,6.4,15.8,16.2,110.8
Thursday,Day,0,45,483,3.14,17.1,84.4,5.1,15.4,19.5,120.4
Wednesday,Evening,0,43,307,2.4,21.8,81.2,0.0,7.3,1.4,120.2
Tuesday,Night,0,21,420,2.22,12.7,82.9,4.3,6.3,12.5,85.2
Saturday,Evening,0,51,494,3.55,19.1,87.5,2.6,1.5,11.8,144.4
Sunday,Night,0,55,601,1.9,30.1,78.5,1.6,13.7,8.0,126.2
Tuesday,Evening,1,40,454,3.7,13.0,76.5,4.8,3.6,8.0,126.0
Sunday,Evening,0,30,428,1.75,20.0,82.9,3.6,14.5,19.4,90.8
Monday,Evening,0,43,557,2.48,18.4,84.0,3.8,1.8,15.7,110.5
Sunday,Evening,1,42,612,3.33,34.0,88.9,7.4,2.9,26.7,129.7
Sunday,Day,0,53,459,2.8,18.8,60.9,6.0,2.3,8.0,129.3
Monday,Evening,0,22,356,2.08,19.1,76.2,3.7,3.4,13.0,87.2
Saturday,Day,1,37,601,3.03,15.8,69.3,3.3,33.1,14.2,100.3
Sunday,Night,0,44,257,2.84,22.1,83.6,3.8,6.7,18.3,89.7
Sunday,Day,1,31,595,2.68,23.6,87.3,4.5,12.2,21.5,105.0
Sunday,Day,0,49,381,2.46,16.7,75.3,7.0,2.8,12.7,121.7
Thursday,Night,0,20,441,2.78,27.9,70.7,2.1,4.0,4.3,74.6
Monday,Day,0,22,380,2.48,23.6,84.0,9.6,24.9,7.0,58.0
Saturday,Day,0,48,464,4.14,27.1,76.7,7.0,6.9,13.0,123.5
Friday,Evening,1,22,617,2.67,20.0,94.3,0.0,8.5,19.9,101.1
Friday,Day,0,33,495,2.59,23.5,95.7,5.5,10.5,1.9,118.9
Wednesday,Day,0,28,420,2.5,20.7,88.0,8.3,22.7,3.8,82.4
Friday,Evening,0,44,379,3.78,30.7,80.3,6.4,16.5,17.3,89.3
Tuesday,Day,0,18,473,1.9,22.7,96.3,4.0,18.9,2.9,97.5
Saturday,Day,0,31,611,3.0,22.1,80.4,5.0,11.4,4.1,115.3
Monday,Day,0,55,467,2.67,19.3,73.2,5.7,5.9,20.0,121.5
Saturday,Day,0,32,452,2.02,18.9,71.2,7.5,9.4,10.5,104.2
